Feature Set,Model,MSE,R2 Score
"L,R",Random Forest,120.35331864705904,0.5378696000667834
"L,G",Linear Regression,95.82345170241223,0.632058919886717
"L,G",Ridge Regression,106.7464837118455,0.5901168678706377
"L,G",Lasso Regression,108.8285779106246,0.582122081888856
"L,G",Polynomial Regression,108.43833631983928,0.5836205241790021
"L,G",Elastic Net,109.53252202474475,0.5794190905742336
"L,G",Huber Regressor,98.12408392662351,0.6232249957222171
"L,G",Quantile Regressor,156.84003214383984,0.39776860667445846
"L,G",Random Forest,119.22821452941182,0.5421897536088688
"L,B",Linear Regression,84.94097999740175,0.6738452292119006
"L,B",Ridge Regression,89.45602499838792,0.6565084446888161
"L,B",Lasso Regression,94.05038952140688,0.6388670905630682
"L,B",Polynomial Regression,79.91897612059428,0.6931286248518755
"L,B",Elastic Net,95.11746691731783,0.6347697469312059
"L,B",Huber Regressor,89.64287983411366,0.65579096301956
"L,B",Quantile Regressor,150.51687402826317,0.42204814978669825
"L,B",Random Forest,112.33038366176457,0.5686759143011682
"a,b",Linear Regression,102.41405653648002,0.6067524399158469
"a,b",Ridge Regression,104.24062673500302,0.5997388101643906
"a,b",Lasso Regression,102.65821962878712,0.6058149070853007
"a,b",Polynomial Regression,110.90619208615892,0.5741444982157192
"a,b",Elastic Net,115.24094177899781,0.5575000082117789
"a,b",Huber Regressor,99.25186897635074,0.6188945479877634
"a,b",Quantile Regressor,209.22931968826092,0.1966052097919977
"a,b",Random Forest,115.20252382352935,0.5576475247516204
"a,H",Linear Regression,174.067146000737,0.3316202602401619
"a,H",Ridge Regression,170.74318387300232,0.3443835472414749
"a,H",Lasso Regression,170.5807705660488,0.3450071787901571
"a,H",Polynomial Regression,164.33897411577885,0.36897431091655875
"a,H",Elastic Net,170.19262959024394,0.34649755517857384
"a,H",Huber Regressor,170.02946219296223,0.34712408226905633
"a,H",Quantile Regressor,232.6115603048899,0.10682252387217328
"a,H",Random Forest,166.82789664705868,0.35941739318705124
"a,S",Linear Regression,136.7186530587481,0.475030298070523
"a,S",Ridge Regression,134.85763247880573,0.48217620974591935
"a,S",Lasso Regression,133.11260190985362,0.48887674516771706
"a,S",Polynomial Regression,139.94601048221799,0.4626379519881575
"a,S",Elastic Net,131.07156283271874,0.4967138884687814
"a,S",Huber Regressor,132.2816362094131,0.49206747157054687
"a,S",Quantile Regressor,221.71405815197352,0.14866654682735914
"a,S",Random Forest,143.14162129411767,0.4503675059453288
"a,V",Linear Regression,95.18290996306389,0.6345184599601157
"a,V",Ridge Regression,93.6444674357636,0.6404257425212263
"a,V",Lasso Regression,93.0692587425079,0.6426344179981265
"a,V",Polynomial Regression,112.51650688028717,0.5679612418818313
"a,V",Elastic Net,93.80044129203321,0.6398268370536639
"a,V",Huber Regressor,92.97198162924767,0.6430079408204354
"a,V",Quantile Regressor,161.67848183514255,0.37919001892935755
"a,V",Random Forest,108.41462111764696,0.583711585364492
"a,R",Linear Regression,97.47645207495766,0.6257117602749879
"a,R",Ridge Regression,95.82904796241318,0.632037431473257
"a,R",Lasso Regression,95.32003441837686,0.6339919320663545
"a,R",Polynomial Regression,112.07804171040166,0.5696448521602498
"a,R",Elastic Net,96.3665986341656,0.629973354556111
"a,R",Huber Regressor,95.05701238650852,0.6350018790968557
"a,R",Quantile Regressor,172.34268144998845,0.33824182665367397
"a,R",Random Forest,116.05714076470576,0.5543659827612931
"a,G",Linear Regression,94.52989242743438,0.6370259043604554
"a,G",Ridge Regression,93.02697174371932,0.6427967908174373
"a,G",Lasso Regression,92.36740213072045,0.6453293937607165
"a,G",Polynomial Regression,111.4766106643794,0.5719542157320645
"a,G",Elastic Net,92.5951813851098,0.6444547712815798
"a,G",Huber Regressor,92.6794417362988,0.6441312299764357
"a,G",Quantile Regressor,158.44054899056297,0.39162297231397136
"a,G",Random Forest,103.9377497794116,0.6009017913782986
"a,B",Linear Regression,112.20358303753191,0.5691628009433243
"a,B",Ridge Regression,113.8432369167774,0.5628668889445048
"a,B",Lasso Regression,116.52798112073319,0.5525580588545687
"a,B",Polynomial Regression,135.53193889888288,0.47958702068914216
"a,B",Elastic Net,122.79778731609052,0.528483375437976
"a,B",Huber Regressor,120.77458655181029,0.5362520235222377
"a,B",Quantile Regressor,169.96798441816674,0.3473601434676391
"a,B",Random Forest,114.36779114705865,0.5608527155178673
"b,H",Linear Regression,103.25625845489522,0.6035185688954465
"b,H",Ridge Regression,100.45323588258434,0.6142815620303725
"b,H",Lasso Regression,100.73900261692566,0.6131842803208749
"b,H",Polynomial Regression,110.17650664038771,0.5769463306094613
"b,H",Elastic Net,138.75952927924905,0.46719378010328594
"b,H",Huber Regressor,103.38236900230464,0.6030343319972433
"b,H",Quantile Regressor,234.4938662527446,0.09959488104306524
"b,H",Random Forest,108.42858532352928,0.5836579658704748
"b,S",Linear Regression,101.81441533739837,0.6090549308671823
"b,S",Ridge Regression,99.8083137982381,0.6167579216697665
"b,S",Lasso Regression,98.72384876821769,0.6209220300106972
"b,S",Polynomial Regression,100.66893778566244,0.6134533139367063
"b,S",Elastic Net,96.86700814552653,0.6280518915651836
"b,S",Huber Regressor,101.11668363034676,0.6117340678984712
"b,S",Quantile Regressor,222.0858469278912,0.14723895930723963
"b,S",Random Forest,90.76723680882327,0.6514736783428159
"b,V",Linear Regression,98.67346484875321,0.6211154932331
"b,V",Ridge Regression,93.78356502602637,0.6398916382211497
"b,V",Lasso Regression,93.24103860486125,0.641974820926918
"b,V",Polynomial Regression,85.7533801942355,0.6707257902791897
"b,V",Elastic Net,93.71638372226481,0.6401495997225388
"b,V",Huber Regressor,101.87883268212755,0.6088075823634852
"b,V",Quantile Regressor,161.98600653400732,0.37800919139860645
"b,V",Random Forest,99.6481272352942,0.6173730030088551
"b,R",Linear Regression,103.14280696817002,0.603954197771515
"b,R",Ridge Regression,99.01598276007276,0.6198002994260512
"b,R",Lasso Regression,98.92068388054082,0.6201662262638514
"b,R",Polynomial Regression,91.30361179583686,0.6494141157977259
"b,R",Elastic Net,102.6356310692415,0.6059016422096337
"b,R",Huber Regressor,104.33556046908552,0.5993742854051909
"b,R",Quantile Regressor,172.34268144998845,0.33824182665367397
"b,R",Random Forest,98.38263654411787,0.6222322102646192
"b,G",Linear Regression,96.17538803987458,0.6307075613848425
"b,G",Ridge Regression,90.75741227250627,0.6515114024118185
"b,G",Lasso Regression,89.78133232818998,0.6552593357476368
"b,G",Polynomial Regression,86.81578410619952,0.6666463918027228
"b,G",Elastic Net,89.93475674449346,0.6546702195715073
"b,G",Huber Regressor,100.24590919903777,0.6150776511142572
"b,G",Quantile Regressor,159.56779901797645,0.3872945789480934
"b,G",Random Forest,93.40322369117634,0.6413520656955329
"b,B",Linear Regression,100.89946971841194,0.6125681217751896
"b,B",Ridge Regression,95.89574840128644,0.6317813163877842
"b,B",Lasso Regression,95.58479296968054,0.6329753171813216
"b,B",Polynomial Regression,89.29082951949464,0.6571427591687681
"b,B",Elastic Net,97.37551863524064,0.6260993225905718
"b,B",Huber Regressor,103.86832845938982,0.6011683540518185
"b,B",Quantile Regressor,161.6109498960088,0.3794493267938267
"b,B",Random Forest,111.24275636764695,0.5728521650440564
"H,S",Linear Regression,127.15070768717385,0.5117691140068863
"H,S",Ridge Regression,125.65586888895162,0.5175089677925884
"H,S",Lasso Regression,125.52674221889177,0.5180047859415817
"H,S",Polynomial Regression,129.05934615557214,0.5044403600627143
"H,S",Elastic Net,136.8961661647249,0.474348686598728
"H,S",Huber Regressor,127.11092083230803,0.5119218868207807
"H,S",Quantile Regressor,286.6238126094285,-0.10057270244467231
"H,S",Random Forest,122.41159116176478,0.5299662841376073
"H,V",Linear Regression,124.30490802964657,0.5226963617857329
"H,V",Ridge Regression,122.11500805012025,0.5311050983683944
"H,V",Lasso Regression,117.34554396505816,0.5494187964855233
"H,V",Polynomial Regression,112.96572767009071,0.5662363323771834
"H,V",Elastic Net,114.31061076051829,0.561072275686189
"H,V",Huber Regressor,136.36051298624054,0.47640547755705964
"H,V",Quantile Regressor,161.98600653400732,0.37800919139860645
"H,V",Random Forest,123.91094123529398,0.524209108042182
"H,R",Linear Regression,130.06887560224197,0.5005639879594903
"H,R",Ridge Regression,127.49049639018007,0.5104643997623748
"H,R",Lasso Regression,122.16396880371619,0.5309170997914157
"H,R",Polynomial Regression,119.19467680842193,0.5423185311165282
"H,R",Elastic Net,119.477579724171,0.5412322458435745
"H,R",Huber Regressor,144.629877573459,0.44465292759130737
"H,R",Quantile Regressor,172.34268144998845,0.33824182665367397
"H,R",Random Forest,126.6251404705882,0.513787177079204
"H,G",Linear Regression,120.60173233992948,0.5369157458604714
"H,G",Ridge Regression,118.65189087621462,0.5444027102878951
"H,G",Lasso Regression,113.23577794415446,0.5651993984350365
"H,G",Polynomial Regression,110.45547844060006,0.5758751399597022
"H,G",Elastic Net,111.37164330062149,0.5723572674329954
"H,G",Huber Regressor,133.08321877737464,0.4889895699648764
"H,G",Quantile Regressor,159.56779901797645,0.3872945789480934
"H,G",Random Forest,115.66411252941177,0.5558751251563948
"H,B",Linear Regression,118.91351702684416,0.5433981231358118
"H,B",Ridge Regression,117.01620780812215,0.5506833752410425
"H,B",Lasso Regression,114.48578040735367,0.5603996625845463
"H,B",Polynomial Regression,117.27932295839918,0.5496730706562343
"H,B",Elastic Net,111.03023787061954,0.5736681895552915
"H,B",Huber Regressor,123.62488717972437,0.5253074930023057
"H,B",Quantile Regressor,169.96798441816674,0.3473601434676391
"H,B",Random Forest,121.12617341176437,0.5349020069374992
"S,V",Linear Regression,98.34400959028399,0.6223805293124371
"S,V",Ridge Regression,96.53024407827208,0.6293449918704592
"S,V",Lasso Regression,94.91283436657724,0.6355554911348238
"S,V",Polynomial Regression,104.16038176888978,0.6000469332697558
"S,V",Elastic Net,91.2061734386067,0.6497882577615853
"S,V",Huber Regressor,99.65652532396953,0.6173407561865669
"S,V",Quantile Regressor,157.02243084933957,0.39706823556988524
"S,V",Random Forest,102.89645864705894,0.6049001214023524
"S,R",Linear Regression,102.3300524455035,0.6070749972378668
"S,R",Ridge Regression,100.48483739021206,0.6141602191582136
"S,R",Lasso Regression,99.12658230915011,0.6193756213663009
"S,R",Polynomial Regression,105.00441457700381,0.5968060320336681
"S,R",Elastic Net,96.07593270492072,0.6310894481016726
"S,R",Huber Regressor,103.28109832292239,0.6034231892393247
"S,R",Quantile Regressor,172.52274472881524,0.3375504230763323
"S,R",Random Forest,101.52246320588245,0.6101759631479329
"S,G",Linear Regression,97.50154408536615,0.6256154124473122
"S,G",Ridge Regression,95.50605500409033,0.6332776537345399
"S,G",Lasso Regression,93.63739421688828,0.6404529021334779
"S,G",Polynomial Regression,103.30285023150655,0.6033396666715525
"S,G",Elastic Net,89.3709782861205,0.6568350054483776
"S,G",Huber Regressor,99.18250637122961,0.6191608852089168
"S,G",Quantile Regressor,156.95783818108904,0.3973162572775285
"S,G",Random Forest,103.66068275000008,0.6019656681251105
"S,B",Linear Regression,102.20401779704355,0.6075589427007173
"S,B",Ridge Regression,100.1781018659133,0.6153380164313708
"S,B",Lasso Regression,99.38435554093554,0.6183858285792284
"S,B",Polynomial Regression,115.44088300532944,0.5567322776670256
"S,B",Elastic Net,94.66203203903717,0.6365185171754282
"S,B",Huber Regressor,104.60905846858579,0.598324112952027
"S,B",Quantile Regressor,158.65061021117864,0.39081638320629375
"S,B",Random Forest,109.92291674999987,0.5779200602812423
"V,R",Linear Regression,105.6792545225527,0.5942147943558609
"V,R",Ridge Regression,105.67774360505857,0.5942205959483193
"V,R",Lasso Regression,109.1654984047782,0.5808283809385273
"V,R",Polynomial Regression,152.21552944781087,0.41552568478773677
"V,R",Elastic Net,114.08273402331474,0.5619472724779948
"V,R",Huber Regressor,102.18738572513365,0.6076228062163216
"V,R",Quantile Regressor,164.75437403228756,0.3673792661624431
"V,R",Random Forest,120.92647925000007,0.535668788808393
"V,G",Linear Regression,112.83485287503757,0.5667388629435108
"V,G",Ridge Regression,106.38726228134969,0.5914961995351549
"V,G",Lasso Regression,109.44080842790238,0.5797712507112744
"V,G",Polynomial Regression,118.35800309757909,0.5455311750298986
"V,G",Elastic Net,110.65614785413698,0.5751046133354707
"V,G",Huber Regressor,119.32200210339118,0.5418296298535865
"V,G",Quantile Regressor,159.56779901797645,0.3872945789480934
"V,G",Random Forest,118.50289264705891,0.5449748308742081
"V,B",Linear Regression,83.90499476587573,0.6778231857381682
"V,B",Ridge Regression,85.8727940555181,0.6702672671899018
"V,B",Lasso Regression,89.29391522710328,0.6571309107269694
"V,B",Polynomial Regression,87.18745526582917,0.6652192559034047
"V,B",Elastic Net,94.86343844836412,0.635745160648681
"V,B",Huber Regressor,86.23731230992593,0.6688675968809639
"V,B",Quantile Regressor,148.7416024721411,0.4288648039798961
"V,B",Random Forest,106.10453457352938,0.5925818120480125
"R,G",Linear Regression,96.1277244031163,0.6308905793170856
"R,G",Ridge Regression,102.31606161971212,0.6071287189465082
"R,G",Lasso Regression,105.23672130117566,0.5959140250615668
"R,G",Polynomial Regression,128.10723435037696,0.5080962609906007
"R,G",Elastic Net,110.46208746160383,0.5758497627656707
"R,G",Huber Regressor,96.82252491733432,0.6282226974246803
"R,G",Quantile Regressor,159.56779901797645,0.3872945789480934
"R,G",Random Forest,119.82707770588237,0.5398902500940617
"R,B",Linear Regression,87.56548871022147,0.6637676902232139
"R,B",Ridge Regression,92.95166657879267,0.6430859461675
"R,B",Lasso Regression,97.34474771388393,0.6262174761932539
"R,B",Polynomial Regression,84.07770142868613,0.6771600299560684
"R,B",Elastic Net,100.4185105597381,0.6144148996692109
"R,B",Huber Regressor,94.76537479694193,0.6361217036053697
"R,B",Quantile Regressor,157.633523641916,0.39472177300612477
"R,B",Random Forest,109.74124408823532,0.5786176435367933
"G,B",Linear Regression,85.85808246457998,0.670323756478941
"G,B",Ridge Regression,87.79280057190712,0.6628948624297535
"G,B",Lasso Regression,90.34638705933925,0.6530896492626639
"G,B",Polynomial Regression,88.46734438479524,0.6603047618365441
"G,B",Elastic Net,93.58905229677724,0.6406385245253288
"G,B",Huber Regressor,88.92882209040646,0.6585327884580635
"G,B",Quantile Regressor,151.43646502829378,0.4185171216322908
"G,B",Random Forest,101.84203200000003,0.6089488889276962
"L,a,b",Linear Regression,89.80238478284541,0.6551784989298501
"L,a,b",Ridge Regression,86.75631697604743,0.6668747325659772
"L,a,b",Lasso Regression,83.39160980981634,0.6797944715965929
"L,a,b",Polynomial Regression,112.85053910261128,0.5666786312631253
"L,a,b",Elastic Net,86.5224180622796,0.6677728531976189
"L,a,b",Huber Regressor,89.9604278594783,0.6545716481090165
"L,a,b",Quantile Regressor,160.00615829161973,0.3856113752880659
"L,a,b",Random Forest,104.18833823529417,0.5999395865580455
"L,a,H",Linear Regression,106.51271061945785,0.59101450537572
"L,a,H",Ridge Regression,102.07781298700387,0.608043541546788
"L,a,H",Lasso Regression,97.91342022506726,0.6240338982248319
"L,a,H",Polynomial Regression,130.27472510728091,0.4997735709177411
"L,a,H",Elastic Net,95.47769263320846,0.6333865590305967
"L,a,H",Huber Regressor,103.8409303708202,0.6012735567148644
"L,a,H",Quantile Regressor,160.00615829161973,0.3856113752880659
"L,a,H",Random Forest,104.46080491176467,0.5988933741595737
"L,a,S",Linear Regression,90.49482392456716,0.6525196841909588
"L,a,S",Ridge Regression,91.05690459543827,0.6503614174464735
"L,a,S",Lasso Regression,91.4375218921598,0.6488999303389078
"L,a,S",Polynomial Regression,132.09615602696883,0.4927796748720946
"L,a,S",Elastic Net,87.62596084282632,0.663535490470522
"L,a,S",Huber Regressor,93.44481559046048,0.6411923619061716
"L,a,S",Quantile Regressor,157.41529593350913,0.39555971963938985
"L,a,S",Random Forest,102.45356364705889,0.6066007412587824
"L,a,V",Linear Regression,96.27727207907535,0.6303163489753141
"L,a,V",Ridge Regression,93.12721437508817,0.642411881054702
"L,a,V",Lasso Regression,92.72233384085078,0.6439665336834426
"L,a,V",Polynomial Regression,116.21286502558215,0.5537680356854078
"L,a,V",Elastic Net,92.5852617957661,0.644492860333399
"L,a,V",Huber Regressor,95.92049529419609,0.6316862937357627
"L,a,V",Quantile Regressor,159.47765296107914,0.38764072007485817
"L,a,V",Random Forest,106.56734935294114,0.5908047045988047
"L,a,R",Linear Regression,83.63481140412416,0.6788606307079053
"L,a,R",Ridge Regression,91.9185062079094,0.6470530558472222
"L,a,R",Lasso Regression,92.50419722817207,0.6448041305290511
"L,a,R",Polynomial Regression,132.7445382665244,0.4902900289940769
"L,a,R",Elastic Net,93.17293430691208,0.6422363265239569
"L,a,R",Huber Regressor,84.16892197453524,0.6768097630269196
"L,a,R",Quantile Regressor,160.00615829161973,0.3856113752880659
"L,a,R",Random Forest,113.31125160294114,0.5649095961054323
"L,a,G",Linear Regression,94.81764055503126,0.635921014534556
"L,a,G",Ridge Regression,93.01695112716955,0.6428352677916145
"L,a,G",Lasso Regression,92.4720614246242,0.6449275249805935
"L,a,G",Polynomial Regression,132.9060804497193,0.48966974236995087
"L,a,G",Elastic Net,92.1022353773424,0.6463475760523654
"L,a,G",Huber Regressor,92.80829735524378,0.643636452604394
"L,a,G",Quantile Regressor,158.40623517439184,0.39175472985725024
"L,a,G",Random Forest,105.0921801617646,0.5964690313988554
"L,a,B",Linear Regression,86.62444221475783,0.6673811027837738
"L,a,B",Ridge Regression,86.56746433380283,0.6675998853749734
"L,a,B",Lasso Regression,85.81103661225265,0.6705044022541937
"L,a,B",Polynomial Regression,109.36876215080105,0.5800478926454131
"L,a,B",Elastic Net,85.07363016797366,0.6733358815921863
"L,a,B",Huber Regressor,85.47485339600678,0.6717952722187366
"L,a,B",Quantile Regressor,150.51687402826317,0.42204814978669825
"L,a,B",Random Forest,107.00246864705875,0.5891339417509691
"L,b,H",Linear Regression,97.73203374637983,0.6247303826000083
"L,b,H",Ridge Regression,94.84701302982876,0.6358082306605606
"L,b,H",Lasso Regression,93.60619229290141,0.6405727106919193
"L,b,H",Polynomial Regression,107.8697986780126,0.5858035842786156
"L,b,H",Elastic Net,91.41788918159311,0.6489753156501559
"L,b,H",Huber Regressor,101.96903374938886,0.6084612300089638
"L,b,H",Quantile Regressor,157.95521948615283,0.393486531379012
"L,b,H",Random Forest,95.16680338235295,0.6345803057045387
"L,b,S",Linear Regression,107.78446863672093,0.5861312329596136
"L,b,S",Ridge Regression,97.84956929258985,0.624279071829462
"L,b,S",Lasso Regression,94.6238006574385,0.6366653173124481
"L,b,S",Polynomial Regression,108.00623752644533,0.5852796889652045
"L,b,S",Elastic Net,90.53749660229757,0.6523558304489312
"L,b,S",Huber Regressor,107.92366096389591,0.5855967648905307
"L,b,S",Quantile Regressor,157.41529593350913,0.39555971963938985
"L,b,S",Random Forest,98.18569441176484,0.6229884249449548
"L,b,V",Linear Regression,93.0576695358041,0.6426789180151525
"L,b,V",Ridge Regression,90.78878759998435,0.6513909280219266
"L,b,V",Lasso Regression,92.1904821166605,0.6460087278893706
"L,b,V",Polynomial Regression,106.39954451958488,0.5914490384287432
"L,b,V",Elastic Net,91.92538252643814,0.6470266522892025
"L,b,V",Huber Regressor,95.8810620687358,0.6318377086901443
"L,b,V",Quantile Regressor,158.24862441793022,0.3923599206632552
"L,b,V",Random Forest,97.07993436764711,0.6272343014788362
"L,b,R",Linear Regression,87.7684156034765,0.6629884953709957
"L,b,R",Ridge Regression,83.9042601884451,0.677826006354713
"L,b,R",Lasso Regression,90.20339191071103,0.6536387193337423
"L,b,R",Polynomial Regression,116.7881245126132,0.5515591651715283
"L,b,R",Elastic Net,93.94480161873291,0.6392725249976094
"L,b,R",Huber Regressor,86.66836369482328,0.6672124539141251
"L,b,R",Quantile Regressor,157.95521948615283,0.393486531379012
"L,b,R",Random Forest,101.76098151470597,0.6092601050503987
"L,b,G",Linear Regression,94.40087335365313,0.6375213093632903
"L,b,G",Ridge Regression,90.45482852760125,0.6526732577608705
"L,b,G",Lasso Regression,89.81478761676676,0.6551308747624004
"L,b,G",Polynomial Regression,98.5224536033777,0.6216953433610757
"L,b,G",Elastic Net,90.1462669934881,0.6538580665120266
"L,b,G",Huber Regressor,96.50896163279054,0.6294267118026762
"L,b,G",Quantile Regressor,156.84003214383984,0.39776860667445846
"L,b,G",Random Forest,96.34297649999999,0.6300640583807495
"L,b,B",Linear Regression,92.44638409088438,0.6450261203217422
"L,b,B",Ridge Regression,89.60417576081575,0.6559395781892394
"L,b,B",Lasso Regression,91.63965884212391,0.6481237686960193
"L,b,B",Polynomial Regression,69.66680769796542,0.7324947075373565
"L,b,B",Elastic Net,94.30895422426111,0.6378742587003337
"L,b,B",Huber Regressor,95.52193442422735,0.6332166802369985
"L,b,B",Quantile Regressor,150.51687402826317,0.42204814978669825
"L,b,B",Random Forest,105.77760345588248,0.5938371559790914
"L,H,S",Linear Regression,97.74753665127281,0.62467085483859
"L,H,S",Ridge Regression,95.31824670945878,0.6339987964772953
"L,H,S",Lasso Regression,92.99263738832748,0.642928627226828
"L,H,S",Polynomial Regression,111.39341193543962,0.5722736806401459
"L,H,S",Elastic Net,89.89238143353575,0.6548329314902174
"L,H,S",Huber Regressor,99.76420033622695,0.6169273077080646
